state,district,age_0_5,age_5_17,age_18_greater,total_enrolments,mbu_eligible,bio_age_5_17,bio_age_17_,total_bio_updates,mbu_compliance_ratio,mbu_gap,risk_category
Karnataka,Bellary,3623.0,596.0,1.0,4220.0,4219.0,29044.0,39203.0,68247.0,100.0,0.0,Green (Compliant)
Karnataka,Bengaluru,20441.0,6732.0,3807.0,30980.0,27173.0,144086.0,152989.0,297075.0,100.0,0.0,Green (Compliant)
Karnataka,Bengaluru Rural,1439.0,730.0,621.0,2790.0,2169.0,5.0,5.0,10.0,0.23052097740894423,2164.0,Red (Service Desert)
Karnataka,Bengaluru South,15.0,183.0,5.0,203.0,198.0,23.0,123.0,146.0,11.616161616161616,175.0,Red (Service Desert)
Karnataka,Bengaluru Urban,12111.0,7167.0,3796.0,23074.0,19278.0,0.0,0.0,0.0,0.0,19278.0,Red (Service Desert)
Karnataka,Bidar,3960.0,896.0,64.0,4920.0,4856.0,38406.0,41302.0,79708.0,100.0,0.0,Green (Compliant)
Karnataka,Bijapur,3296.0,930.0,5.0,4231.0,4226.0,20574.0,34536.0,55110.0,100.0,0.0,Green (Compliant)
Karnataka,Bijapur(KAR),3.0,0.0,0.0,3.0,3.0,3.0,10.0,13.0,100.0,0.0,Green (Compliant)
Karnataka,Chamarajanagar,232.0,17.0,0.0,249.0,249.0,445.0,1400.0,1845.0,100.0,0.0,Green (Compliant)
Karnataka,Chamarajanagar *,23.0,0.0,0.0,23.0,23.0,16.0,46.0,62.0,69.56521739130434,7.0,Yellow (Moderate Risk)
Karnataka,Chamrajanagar,1988.0,216.0,23.0,2227.0,2204.0,15916.0,13049.0,28965.0,100.0,0.0,Green (Compliant)
Karnataka,Chamrajnagar,356.0,24.0,0.0,380.0,380.0,603.0,1649.0,2252.0,100.0,0.0,Green (Compliant)
Karnataka,Chickmagalur,1129.0,102.0,0.0,1231.0,1231.0,6808.0,15111.0,21919.0,100.0,0.0,Green (Compliant)
Karnataka,Chikkaballapur,2842.0,296.0,14.0,3152.0,3138.0,21218.0,20715.0,41933.0,100.0,0.0,Green (Compliant)
Karnataka,Chikkamagaluru,1018.0,95.0,38.0,1151.0,1113.0,9401.0,5775.0,15176.0,100.0,0.0,Green (Compliant)
Karnataka,Chikmagalur,145.0,9.0,0.0,154.0,154.0,201.0,1184.0,1385.0,100.0,0.0,Green (Compliant)
Karnataka,Chitradurga,4042.0,326.0,45.0,4413.0,4368.0,29756.0,31471.0,61227.0,100.0,0.0,Green (Compliant)
Karnataka,Dakshina Kannada,5896.0,530.0,79.0,6505.0,6426.0,38932.0,39119.0,78051.0,100.0,0.0,Green (Compliant)
Karnataka,Davanagere,437.0,46.0,0.0,483.0,483.0,806.0,5445.0,6251.0,100.0,0.0,Green (Compliant)
Karnataka,Davangere,4416.0,352.0,45.0,4813.0,4768.0,39870.0,49562.0,89432.0,100.0,0.0,Green (Compliant)
Karnataka,Dharwad,4733.0,351.0,19.0,5103.0,5084.0,41268.0,46553.0,87821.0,100.0,0.0,Green (Compliant)
Karnataka,Gadag,4088.0,349.0,20.0,4457.0,4437.0,22744.0,17981.0,40725.0,100.0,0.0,Green (Compliant)
Karnataka,Gadag *,135.0,10.0,0.0,145.0,145.0,383.0,957.0,1340.0,100.0,0.0,Green (Compliant)
Karnataka,Gulbarga,3650.0,703.0,3.0,4356.0,4353.0,21236.0,43229.0,64465.0,100.0,0.0,Green (Compliant)
Karnataka,Hasan,944.0,49.0,0.0,993.0,993.0,2167.0,7515.0,9682.0,100.0,0.0,Green (Compliant)
Karnataka,Hassan,2333.0,142.0,19.0,2494.0,2475.0,27002.0,20010.0,47012.0,100.0,0.0,Green (Compliant)
Karnataka,Haveri,3917.0,266.0,59.0,4242.0,4183.0,34207.0,34121.0,68328.0,100.0,0.0,Green (Compliant)
Karnataka,Haveri *,111.0,6.0,0.0,117.0,117.0,333.0,1084.0,1417.0,100.0,0.0,Green (Compliant)
Karnataka,Kalaburagi,4096.0,602.0,84.0,4782.0,4698.0,45175.0,24962.0,70137.0,100.0,0.0,Green (Compliant)
Karnataka,Kodagu,1095.0,75.0,41.0,1211.0,1170.0,8269.0,9036.0,17305.0,100.0,0.0,Green (Compliant)
Karnataka,Kolar,3841.0,314.0,31.0,4186.0,4155.0,31388.0,32895.0,64283.0,100.0,0.0,Green (Compliant)
Karnataka,Koppal,4752.0,650.0,49.0,5451.0,5402.0,31753.0,28059.0,59812.0,100.0,0.0,Green (Compliant)
Karnataka,Mandya,3401.0,150.0,43.0,3594.0,3551.0,31387.0,34392.0,65779.0,100.0,0.0,Green (Compliant)
Karnataka,Mysore,2857.0,214.0,2.0,3073.0,3071.0,17825.0,36693.0,54518.0,100.0,0.0,Green (Compliant)
Karnataka,Mysuru,3650.0,463.0,248.0,4361.0,4113.0,32289.0,22300.0,54589.0,100.0,0.0,Green (Compliant)
Karnataka,Raichur,7619.0,2056.0,104.0,9779.0,9675.0,53880.0,56997.0,110877.0,100.0,0.0,Green (Compliant)
Karnataka,Ramanagar,2559.0,379.0,11.0,2949.0,2938.0,20055.0,20867.0,40922.0,100.0,0.0,Green (Compliant)
Karnataka,Ramanagara,168.0,24.0,12.0,204.0,192.0,0.0,0.0,0.0,0.0,192.0,Red (Service Desert)
Karnataka,Shimoga,2111.0,149.0,0.0,2260.0,2260.0,7443.0,19406.0,26849.0,100.0,0.0,Green (Compliant)
Karnataka,Shivamogga,2004.0,182.0,43.0,2229.0,2186.0,21668.0,11986.0,33654.0,100.0,0.0,Green (Compliant)
Karnataka,Tumakuru,2792.0,161.0,47.0,3000.0,2953.0,26620.0,16941.0,43561.0,100.0,0.0,Green (Compliant)
Karnataka,Tumkur,2754.0,188.0,0.0,2942.0,2942.0,20241.0,44520.0,64761.0,100.0,0.0,Green (Compliant)
Karnataka,Udupi,3338.0,210.0,43.0,3591.0,3548.0,20128.0,14497.0,34625.0,100.0,0.0,Green (Compliant)
Karnataka,Udupi *,2.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,100.0,0.0,Green (Compliant)
Karnataka,Uttara Kannada,3219.0,221.0,30.0,3470.0,3440.0,23598.0,19558.0,43156.0,100.0,0.0,Green (Compliant)
Karnataka,Vijayanagara,1822.0,241.0,56.0,2119.0,2063.0,5607.0,14341.0,19948.0,100.0,0.0,Green (Compliant)
Karnataka,Vijayapura,4662.0,842.0,92.0,5596.0,5504.0,35601.0,17491.0,53092.0,100.0,0.0,Green (Compliant)
Karnataka,Yadgir,4847.0,1300.0,111.0,6258.0,6147.0,32589.0,28313.0,60902.0,100.0,0.0,Green (Compliant)
Karnataka,yadgir,573.0,116.0,0.0,689.0,689.0,856.0,3425.0,4281.0,100.0,0.0,Green (Compliant)
Kerala,Alappuzha,2536.0,892.0,131.0,3559.0,3428.0,34603.0,53026.0,87629.0,100.0,0.0,Green (Compliant)
Kerala,Ernakulam,4185.0,1807.0,332.0,6324.0,5992.0,61215.0,87540.0,148755.0,100.0,0.0,Green (Compliant)
Kerala,Idukki,1399.0,271.0,28.0,1698.0,1670.0,19715.0,28218.0,47933.0,100.0,0.0,Green (Compliant)
Kerala,Kannur,4013.0,1722.0,230.0,5965.0,5735.0,49177.0,70222.0,119399.0,100.0,0.0,Green (Compliant)
Kerala,Kasaragod,2695.0,798.0,62.0,3555.0,3493.0,36306.0,35450.0,71756.0,100.0,0.0,Green (Compliant)
Kerala,Kasargod,251.0,64.0,0.0,315.0,315.0,211.0,1927.0,2138.0,66.98412698412697,104.0,Yellow (Moderate Risk)
Kerala,Kollam,3814.0,1042.0,213.0,5069.0,4856.0,50033.0,77278.0,127311.0,100.0,0.0,Green (Compliant)
Kerala,Kottayam,2465.0,804.0,52.0,3321.0,3269.0,30704.0,47511.0,78215.0,100.0,0.0,Green (Compliant)
Kerala,Kozhikode,4587.0,1914.0,203.0,6704.0,6501.0,61123.0,91063.0,152186.0,100.0,0.0,Green (Compliant)
Kerala,Malappuram,10205.0,4116.0,246.0,14567.0,14321.0,96696.0,127313.0,224009.0,100.0,0.0,Green (Compliant)
Kerala,Palakkad,5174.0,1381.0,169.0,6724.0,6555.0,61028.0,98819.0,159847.0,100.0,0.0,Green (Compliant)
Kerala,Pathanamthitta,1398.0,480.0,73.0,1951.0,1878.0,20056.0,39314.0,59370.0,100.0,0.0,Green (Compliant)
Kerala,Thiruvananthapuram,4836.0,1394.0,433.0,6663.0,6230.0,55721.0,93096.0,148817.0,100.0,0.0,Green (Compliant)
Kerala,Thrissur,4914.0,1672.0,485.0,7071.0,6586.0,58766.0,86746.0,145512.0,100.0,0.0,Green (Compliant)
Kerala,Wayanad,1265.0,233.0,18.0,1516.0,1498.0,12585.0,24268.0,36853.0,100.0,0.0,Green (Compliant)
Ladakh,Kargil,365.0,120.0,7.0,492.0,485.0,1711.0,1231.0,2942.0,100.0,0.0,Green (Compliant)
Ladakh,Leh,101.0,13.0,11.0,125.0,114.0,1098.0,1723.0,2821.0,100.0,0.0,Green (Compliant)
Lakshadweep,Lakshadweep,192.0,10.0,1.0,203.0,202.0,2226.0,2594.0,4820.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Agar Malwa,2087.0,421.0,29.0,2537.0,2508.0,5721.0,11092.0,16813.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Alirajpur,3251.0,3390.0,369.0,7010.0,6641.0,33490.0,28643.0,62133.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Anuppur,2864.0,349.0,13.0,3226.0,3213.0,31994.0,39356.0,71350.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Ashok Nagar,3726.0,1285.0,167.0,5178.0,5011.0,44837.0,29539.0,74376.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Ashoknagar,1594.0,1323.0,94.0,3011.0,2917.0,0.0,0.0,0.0,0.0,2917.0,Red (Service Desert)
Madhya Pradesh,Balaghat,6237.0,540.0,28.0,6805.0,6777.0,72713.0,54049.0,126762.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Barwani,12801.0,8355.0,667.0,21823.0,21156.0,78193.0,65234.0,143427.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Betul,6829.0,1207.0,130.0,8166.0,8036.0,69579.0,86243.0,155822.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Bhind,8483.0,4845.0,639.0,13967.0,13328.0,51439.0,31926.0,83365.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Bhopal,11256.0,1452.0,154.0,12862.0,12708.0,89809.0,96629.0,186438.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Burhanpur,6542.0,2759.0,388.0,9689.0,9301.0,33915.0,40226.0,74141.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Chhatarpur,11504.0,5965.0,367.0,17836.0,17469.0,89515.0,69016.0,158531.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Chhindwara,8308.0,625.0,48.0,8981.0,8933.0,63350.0,76841.0,140191.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Damoh,5081.0,938.0,47.0,6066.0,6019.0,74879.0,59604.0,134483.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Datia,3995.0,1805.0,43.0,5843.0,5800.0,27648.0,19386.0,47034.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Dewas,8393.0,1958.0,91.0,10442.0,10351.0,56452.0,63449.0,119901.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Dhar,8734.0,3553.0,425.0,12712.0,12287.0,77936.0,68455.0,146391.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Dindori,2409.0,249.0,1.0,2659.0,2658.0,33514.0,27962.0,61476.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,East Nimar,2338.0,1500.0,21.0,3859.0,3838.0,10364.0,29999.0,40363.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Guna,7496.0,2249.0,66.0,9811.0,9745.0,80661.0,52225.0,132886.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Gwalior,12110.0,5602.0,830.0,18542.0,17712.0,69790.0,57330.0,127120.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Harda,1733.0,383.0,18.0,2134.0,2116.0,18957.0,18812.0,37769.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Harda *,503.0,107.0,0.0,610.0,610.0,2126.0,8046.0,10172.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Hoshangabad,5158.0,812.0,12.0,5982.0,5970.0,45218.0,51838.0,97056.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Indore,16685.0,5009.0,609.0,22303.0,21694.0,108940.0,112684.0,221624.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Jabalpur,10653.0,1713.0,101.0,12467.0,12366.0,82138.0,76526.0,158664.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Jhabua,6586.0,6570.0,332.0,13488.0,13156.0,50578.0,38148.0,88726.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Katni,8413.0,2410.0,118.0,10941.0,10823.0,53755.0,44697.0,98452.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Khandwa,3207.0,1232.0,82.0,4521.0,4439.0,36298.0,22720.0,59018.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Khargone,9870.0,4663.0,506.0,15039.0,14533.0,81463.0,87738.0,169201.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Maihar,378.0,20.0,20.0,418.0,398.0,196.0,1325.0,1521.0,49.246231155778894,202.0,Red (Service Desert)
Madhya Pradesh,Mandla,4645.0,261.0,5.0,4911.0,4906.0,34924.0,27323.0,62247.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Mandsaur,7444.0,808.0,24.0,8276.0,8252.0,46973.0,45487.0,92460.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Mauganj,379.0,58.0,1.0,438.0,437.0,83.0,978.0,1061.0,18.993135011441648,354.0,Red (Service Desert)
Madhya Pradesh,Morena,14064.0,7647.0,670.0,22381.0,21711.0,94466.0,51093.0,145559.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Narmadapuram,608.0,100.0,29.0,737.0,708.0,1420.0,5430.0,6850.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Narsimhapur,966.0,223.0,0.0,1189.0,1189.0,2685.0,7663.0,10348.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Narsinghpur,3860.0,1222.0,92.0,5174.0,5082.0,38006.0,25111.0,63117.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Neemuch,4183.0,764.0,17.0,4964.0,4947.0,34879.0,22132.0,57011.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Niwari,117.0,16.0,9.0,142.0,133.0,1194.0,1101.0,2295.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Pandhurna,66.0,4.0,28.0,98.0,70.0,78.0,299.0,377.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Panna,6807.0,2404.0,128.0,9339.0,9211.0,53832.0,44207.0,98039.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Raisen,6215.0,1230.0,122.0,7567.0,7445.0,67598.0,49050.0,116648.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Rajgarh,6542.0,1594.0,35.0,8171.0,8136.0,83066.0,82163.0,165229.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Ratlam,6427.0,1478.0,77.0,7982.0,7905.0,83610.0,51337.0,134947.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Rewa,9346.0,1463.0,29.0,10838.0,10809.0,119788.0,75171.0,194959.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Sagar,11572.0,1882.0,387.0,13841.0,13454.0,112844.0,79881.0,192725.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Satna,11198.0,1946.0,132.0,13276.0,13144.0,96656.0,76057.0,172713.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Sehore,5155.0,1308.0,55.0,6518.0,6463.0,54978.0,63024.0,118002.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Seoni,5558.0,513.0,10.0,6081.0,6071.0,45852.0,39900.0,85752.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Shahdol,4410.0,828.0,59.0,5297.0,5238.0,45413.0,49159.0,94572.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Shajapur,5937.0,1070.0,18.0,7025.0,7007.0,62880.0,63761.0,126641.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Sheopur,3765.0,3326.0,139.0,7230.0,7091.0,32840.0,23428.0,56268.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Shivpuri,7127.0,4867.0,747.0,12741.0,11994.0,90683.0,75889.0,166572.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Sidhi,5606.0,671.0,15.0,6292.0,6277.0,77260.0,43947.0,121207.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Singrauli,5669.0,859.0,22.0,6550.0,6528.0,76133.0,32297.0,108430.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Tikamgarh,5674.0,1539.0,29.0,7242.0,7213.0,89448.0,71168.0,160616.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Ujjain,12450.0,1763.0,95.0,14308.0,14213.0,86924.0,63027.0,149951.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Umaria,4360.0,906.0,34.0,5300.0,5266.0,19901.0,19360.0,39261.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,Vidisha,7998.0,2206.0,170.0,10374.0,10204.0,67687.0,57203.0,124890.0,100.0,0.0,Green (Compliant)
Madhya Pradesh,West Nimar,618.0,136.0,6.0,760.0,754.0,2548.0,7270.0,9818.0,100.0,0.0,Green (Compliant)
Maharashtra,Ahilyanagar,12.0,1.0,0.0,13.0,13.0,1.0,16.0,17.0,7.6923076923076925,12.0,Red (Service Desert)
Maharashtra,Ahmadnagar,9369.0,2338.0,129.0,11836.0,11707.0,164245.0,199316.0,363561.0,100.0,0.0,Green (Compliant)
Maharashtra,Ahmed Nagar,277.0,63.0,0.0,340.0,340.0,1602.0,4237.0,5839.0,100.0,0.0,Green (Compliant)
Maharashtra,Ahmednagar,182.0,158.0,28.0,368.0,340.0,0.0,0.0,0.0,0.0,340.0,Red (Service Desert)
Maharashtra,Akola,3966.0,693.0,49.0,4708.0,4659.0,53986.0,131099.0,185085.0,100.0,0.0,Green (Compliant)
Maharashtra,Amravati,5783.0,1025.0,107.0,6915.0,6808.0,103569.0,234714.0,338283.0,100.0,0.0,Green (Compliant)
Maharashtra,Aurangabad,12374.0,4874.0,145.0,17393.0,17248.0,110323.0,201050.0,311373.0,100.0,0.0,Green (Compliant)
Maharashtra,Beed,7454.0,2461.0,270.0,10185.0,9915.0,114059.0,141436.0,255495.0,100.0,0.0,Green (Compliant)
Maharashtra,Bhandara,1842.0,55.0,6.0,1903.0,1897.0,31856.0,70348.0,102204.0,100.0,0.0,Green (Compliant)
Maharashtra,Bid,439.0,129.0,0.0,568.0,568.0,538.0,9354.0,9892.0,94.71830985915493,30.0,Green (Compliant)
Maharashtra,Buldana,963.0,112.0,0.0,1075.0,1075.0,3169.0,32568.0,35737.0,100.0,0.0,Green (Compliant)
Maharashtra,Buldhana,5849.0,1093.0,142.0,7084.0,6942.0,84533.0,134968.0,219501.0,100.0,0.0,Green (Compliant)
Maharashtra,Chandrapur,4014.0,375.0,86.0,4475.0,4389.0,65688.0,147946.0,213634.0,100.0,0.0,Green (Compliant)
Maharashtra,Chatrapati Sambhaji Nagar,114.0,81.0,16.0,211.0,195.0,413.0,1791.0,2204.0,100.0,0.0,Green (Compliant)
Maharashtra,Chhatrapati Sambhajinagar,411.0,365.0,234.0,1010.0,776.0,842.0,4025.0,4867.0,100.0,0.0,Green (Compliant)
Maharashtra,Dharashiv,89.0,28.0,27.0,144.0,117.0,121.0,522.0,643.0,100.0,0.0,Green (Compliant)
Maharashtra,Dhule,7244.0,4842.0,519.0,12605.0,12086.0,72244.0,125610.0,197854.0,100.0,0.0,Green (Compliant)
Maharashtra,Gadchiroli,2084.0,268.0,22.0,2374.0,2352.0,38590.0,102075.0,140665.0,100.0,0.0,Green (Compliant)
Maharashtra,Gondia,25.0,4.0,0.0,29.0,29.0,26.0,839.0,865.0,89.65517241379311,3.0,Green (Compliant)
Maharashtra,Gondiya,2780.0,104.0,6.0,2890.0,2884.0,35448.0,61066.0,96514.0,100.0,0.0,Green (Compliant)
Maharashtra,Gondiya *,53.0,4.0,0.0,57.0,57.0,67.0,1341.0,1408.0,100.0,0.0,Green (Compliant)
Maharashtra,Hingoli,6359.0,1457.0,373.0,8189.0,7816.0,45691.0,71373.0,117064.0,100.0,0.0,Green (Compliant)
Maharashtra,Hingoli *,1.0,0.0,0.0,1.0,1.0,0.0,9.0,9.0,0.0,1.0,Red (Service Desert)
Maharashtra,Jalgaon,10454.0,2579.0,227.0,13260.0,13033.0,148853.0,268531.0,417384.0,100.0,0.0,Green (Compliant)
Maharashtra,Jalna,4627.0,944.0,19.0,5590.0,5571.0,71820.0,120872.0,192692.0,100.0,0.0,Green (Compliant)
Maharashtra,Kolhapur,6423.0,985.0,72.0,7480.0,7408.0,118410.0,152674.0,271084.0,100.0,0.0,Green (Compliant)
Maharashtra,Latur,5828.0,1631.0,148.0,7607.0,7459.0,74375.0,172366.0,246741.0,100.0,0.0,Green (Compliant)
Maharashtra,Mumbai,10594.0,3881.0,77.0,14552.0,14475.0,119615.0,284744.0,404359.0,100.0,0.0,Green (Compliant)
Maharashtra,Mumbai City,2314.0,449.0,166.0,2929.0,2763.0,28377.0,19194.0,47571.0,100.0,0.0,Green (Compliant)
Maharashtra,Mumbai Suburban,12480.0,4946.0,790.0,18216.0,17426.0,99373.0,74817.0,174190.0,100.0,0.0,Green (Compliant)
Maharashtra,Mumbai( Sub Urban ),340.0,79.0,0.0,419.0,419.0,454.0,4473.0,4927.0,100.0,0.0,Green (Compliant)
Maharashtra,Nagpur,10093.0,1502.0,233.0,11828.0,11595.0,112851.0,238072.0,350923.0,100.0,0.0,Green (Compliant)
Maharashtra,Nanded,9164.0,2447.0,336.0,11947.0,11611.0,124730.0,217810.0,342540.0,100.0,0.0,Green (Compliant)
Maharashtra,Nandurbar,7649.0,2630.0,237.0,10516.0,10279.0,67146.0,132601.0,199747.0,100.0,0.0,Green (Compliant)
Maharashtra,Nandurbar *,106.0,33.0,1.0,140.0,139.0,16.0,1629.0,1645.0,11.510791366906476,123.0,Red (Service Desert)
Maharashtra,Nashik,16262.0,5802.0,304.0,22368.0,22064.0,213100.0,363506.0,576606.0,100.0,0.0,Green (Compliant)
Maharashtra,Osmanabad,3303.0,713.0,10.0,4026.0,4016.0,62688.0,92367.0,155055.0,100.0,0.0,Green (Compliant)
Maharashtra,Palghar,7343.0,3191.0,165.0,10699.0,10534.0,91196.0,66756.0,157952.0,100.0,0.0,Green (Compliant)
Maharashtra,Parbhani,5062.0,1011.0,199.0,6272.0,6073.0,77890.0,106136.0,184026.0,100.0,0.0,Green (Compliant)
Maharashtra,Pune,24088.0,6536.0,1139.0,31763.0,30624.0,283480.0,322282.0,605762.0,100.0,0.0,Green (Compliant)
Maharashtra,Raigad,2585.0,743.0,105.0,3433.0,3328.0,4153.0,9872.0,14025.0,100.0,0.0,Green (Compliant)
Maharashtra,Raigarh,4414.0,815.0,1.0,5230.0,5229.0,74452.0,82211.0,156663.0,100.0,0.0,Green (Compliant)
Maharashtra,Raigarh(MH),72.0,16.0,0.0,88.0,88.0,24.0,476.0,500.0,27.27272727272727,64.0,Red (Service Desert)
Maharashtra,Ratnagiri,2352.0,219.0,32.0,2603.0,2571.0,56842.0,82347.0,139189.0,100.0,0.0,Green (Compliant)
Maharashtra,Sangli,5697.0,1802.0,133.0,7632.0,7499.0,94241.0,128772.0,223013.0,100.0,0.0,Green (Compliant)
Maharashtra,Satara,5148.0,717.0,156.0,6021.0,5865.0,103754.0,105815.0,209569.0,100.0,0.0,Green (Compliant)
Maharashtra,Sindhudurg,1121.0,59.0,22.0,1202.0,1180.0,21284.0,27093.0,48377.0,100.0,0.0,Green (Compliant)
Maharashtra,Solapur,9537.0,2495.0,260.0,12292.0,12032.0,154623.0,179884.0,334507.0,100.0,0.0,Green (Compliant)
Maharashtra,Thane,29092.0,13629.0,967.0,43688.0,42721.0,202896.0,368377.0,571273.0,100.0,0.0,Green (Compliant)
Maharashtra,Wardha,1859.0,89.0,5.0,1953.0,1948.0,41487.0,84972.0,126459.0,100.0,0.0,Green (Compliant)
Maharashtra,Washim,3041.0,300.0,45.0,3386.0,3341.0,44911.0,93709.0,138620.0,100.0,0.0,Green (Compliant)
Maharashtra,Washim *,28.0,4.0,0.0,32.0,32.0,60.0,779.0,839.0,100.0,0.0,Green (Compliant)
Maharashtra,Yavatmal,6054.0,1339.0,201.0,7594.0,7393.0,92600.0,234587.0,327187.0,100.0,0.0,Green (Compliant)
Manipur,Bishnupur,516.0,559.0,42.0,1117.0,1075.0,19678.0,10631.0,30309.0,100.0,0.0,Green (Compliant)
Manipur,Chandel,244.0,510.0,5.0,759.0,754.0,4719.0,3964.0,8683.0,100.0,0.0,Green (Compliant)
Manipur,Churachandpur,1256.0,3274.0,108.0,4638.0,4530.0,11461.0,7351.0,18812.0,100.0,0.0,Green (Compliant)
Manipur,Imphal East,559.0,564.0,9.0,1132.0,1123.0,36938.0,22336.0,59274.0,100.0,0.0,Green (Compliant)
Manipur,Imphal West,645.0,559.0,32.0,1236.0,1204.0,36009.0,25302.0,61311.0,100.0,0.0,Green (Compliant)
Manipur,Jiribam,53.0,91.0,1.0,145.0,144.0,452.0,1514.0,1966.0,100.0,0.0,Green (Compliant)
Manipur,Kakching,39.0,69.0,1.0,109.0,108.0,1363.0,684.0,2047.0,100.0,0.0,Green (Compliant)
Manipur,Pherzawl,1.0,10.0,0.0,11.0,11.0,2.0,0.0,2.0,18.181818181818183,9.0,Red (Service Desert)
Manipur,Senapati,764.0,721.0,16.0,1501.0,1485.0,12619.0,9977.0,22596.0,100.0,0.0,Green (Compliant)
Manipur,Tamenglong,297.0,634.0,29.0,960.0,931.0,4067.0,3787.0,7854.0,100.0,0.0,Green (Compliant)
Manipur,Thoubal,423.0,638.0,6.0,1067.0,1061.0,32794.0,23249.0,56043.0,100.0,0.0,Green (Compliant)
Manipur,Ukhrul,343.0,424.0,14.0,781.0,767.0,6363.0,7327.0,13690.0,100.0,0.0,Green (Compliant)
Meghalaya,East Garo Hills,1012.0,3366.0,1674.0,6052.0,4378.0,975.0,1749.0,2724.0,22.270443124714483,3403.0,Red (Service Desert)
Meghalaya,East Jaintia Hills,983.0,2354.0,1796.0,5133.0,3337.0,2042.0,740.0,2782.0,61.19268804315253,1295.0,Yellow (Moderate Risk)
Meghalaya,East Khasi Hills,4258.0,14606.0,9948.0,28812.0,18864.0,8982.0,12022.0,21004.0,47.61450381679389,9882.0,Red (Service Desert)
Meghalaya,Eastern West Khasi Hills,3.0,226.0,589.0,818.0,229.0,2.0,6.0,8.0,0.8733624454148471,227.0,Red (Service Desert)
Meghalaya,Jaintia Hills,4.0,0.0,0.0,4.0,4.0,1.0,7.0,8.0,25.0,3.0,Red (Service Desert)
Meghalaya,Kamrup,13.0,71.0,59.0,143.0,84.0,0.0,0.0,0.0,0.0,84.0,Red (Service Desert)
Meghalaya,North Garo Hills,457.0,1854.0,758.0,3069.0,2311.0,816.0,427.0,1243.0,35.3093898745132,1495.0,Red (Service Desert)
Meghalaya,Ri Bhoi,1338.0,4598.0,3372.0,9308.0,5936.0,2847.0,1677.0,4524.0,47.961590296495956,3089.0,Red (Service Desert)
Meghalaya,South Garo Hills,568.0,2427.0,1446.0,4441.0,2995.0,584.0,701.0,1285.0,19.4991652754591,2411.0,Red (Service Desert)
